"","DATE","HOUR","STATION","FSP","NO2","NOX","O3","RSP","SO2"
"85654","6/5/15",22,"CENTRAL/WESTERN",12,61,68,14,19,20
"85655","6/5/15",23,"CENTRAL/WESTERN",14,74,116,3,18,20
"85656","6/5/15",24,"CENTRAL/WESTERN",16,71,134,5,20,19
"85657","7/5/15",1,"CENTRAL/WESTERN",12,11,12,48,21,17
"85658","7/5/15",2,"CENTRAL/WESTERN",12,14,15,44,21,16
"85659","7/5/15",3,"CENTRAL/WESTERN",8,17,18,41,17,20
"85660","7/5/15",4,"CENTRAL/WESTERN",8,14,15,44,18,11
"85661","7/5/15",5,"CENTRAL/WESTERN",8,9,9,48,17,10
"85662","7/5/15",6,"CENTRAL/WESTERN",11,9,9,47,18,12
"85663","7/5/15",7,"CENTRAL/WESTERN",12,26,40,31,20,13
"85664","7/5/15",8,"CENTRAL/WESTERN",14,14,18,43,23,14
"85665","7/5/15",9,"CENTRAL/WESTERN",12,19,27,38,20,15
"85666","7/5/15",10,"CENTRAL/WESTERN",22,34,53,32,33,16
"85667","7/5/15",11,"CENTRAL/WESTERN",26,35,51,48,41,20
"85668","7/5/15",12,"CENTRAL/WESTERN",28,26,35,69,44,9
"85669","7/5/15",13,"CENTRAL/WESTERN",28,27,35,72,44,9
"85670","7/5/15",14,"CENTRAL/WESTERN",28,31,40,74,41,10
"85671","7/5/15",15,"CENTRAL/WESTERN",22,35,47,66,35,10
"85672","7/5/15",16,"CENTRAL/WESTERN",18,38,50,66,31,15
"85673","7/5/15",17,"CENTRAL/WESTERN",21,54,70,51,35,13
"85674","7/5/15",18,"CENTRAL/WESTERN",20,47,57,53,34,11
"85675","7/5/15",19,"CENTRAL/WESTERN",18,63,74,31,31,14
"85676","7/5/15",20,"CENTRAL/WESTERN",22,77,112,14,37,19
"85677","7/5/15",21,"CENTRAL/WESTERN",23,73,99,11,35,21
"85678","7/5/15",22,"CENTRAL/WESTERN",21,84,159,2,35,18
"85679","7/5/15",23,"CENTRAL/WESTERN",20,61,97,18,35,15
"85680","7/5/15",24,"CENTRAL/WESTERN",24,73,101,4,35,18
"85681","8/5/15",1,"CENTRAL/WESTERN",18,53,106,5,24,15
"85682","8/5/15",2,"CENTRAL/WESTERN",19,57,105,4,25,25
"85683","8/5/15",3,"CENTRAL/WESTERN",17,18,18,34,21,10
"85684","8/5/15",4,"CENTRAL/WESTERN",13,49,116,6,17,28
"85685","8/5/15",5,"CENTRAL/WESTERN",19,29,49,19,23,16
"85686","8/5/15",6,"CENTRAL/WESTERN",15,14,16,30,18,6
"85687","8/5/15",7,"CENTRAL/WESTERN",16,33,43,14,19,7
"85688","8/5/15",8,"CENTRAL/WESTERN",15,23,36,17,19,5
"85689","8/5/15",9,"CENTRAL/WESTERN",9,28,59,11,13,5
"85690","8/5/15",10,"CENTRAL/WESTERN",11,30,56,13,17,5
"85691","8/5/15",11,"CENTRAL/WESTERN",14,23,39,29,21,6
"85692","8/5/15",12,"CENTRAL/WESTERN",13,19,27,46,21,4
"85693","8/5/15",13,"CENTRAL/WESTERN",16,25,36,43,23,8
"85694","8/5/15",14,"CENTRAL/WESTERN",16,27,38,48,23,8
"85695","8/5/15",15,"CENTRAL/WESTERN",17,32,45,46,26,10
"85696","8/5/15",16,"CENTRAL/WESTERN",18,29,39,53,28,10
"85697","8/5/15",17,"CENTRAL/WESTERN",18,70,138,16,26,47
"85698","8/5/15",18,"CENTRAL/WESTERN",17,69,105,16,26,25
"85699","8/5/15",19,"CENTRAL/WESTERN",18,56,71,15,26,17
"85700","8/5/15",20,"CENTRAL/WESTERN",16,80,139,0,24,22
"85701","8/5/15",21,"CENTRAL/WESTERN",17,80,160,0,26,17
"85702","8/5/15",22,"CENTRAL/WESTERN",21,63,104,4,30,15
"85703","8/5/15",23,"CENTRAL/WESTERN",20,68,151,0,29,12
"85704","8/5/15",24,"CENTRAL/WESTERN",19,61,114,1,27,11
"85705","9/5/15",1,"CENTRAL/WESTERN",9,15,17,18,14,2
"85706","9/5/15",2,"CENTRAL/WESTERN",10,31,79,6,16,5
"85707","9/5/15",3,"CENTRAL/WESTERN",11,15,17,15,18,5
"85708","9/5/15",4,"CENTRAL/WESTERN",9,31,58,2,14,15
"85709","9/5/15",5,"CENTRAL/WESTERN",10,34,96,3,16,14
"85710","9/5/15",6,"CENTRAL/WESTERN",11,20,40,15,18,7
"85711","9/5/15",7,"CENTRAL/WESTERN",9,21,75,13,14,8
"85712","9/5/15",8,"CENTRAL/WESTERN",12,22,65,14,19,7
"85713","9/5/15",9,"CENTRAL/WESTERN",10,21,49,15,14,1
"85714","9/5/15",10,"CENTRAL/WESTERN",7,31,88,11,15,1
"85715","9/5/15",11,"CENTRAL/WESTERN",11,28,57,19,19,1
"85716","9/5/15",12,"CENTRAL/WESTERN",12,28,53,27,22,2
"85717","9/5/15",13,"CENTRAL/WESTERN",15,24,38,35,22,4
"85718","9/5/15",14,"CENTRAL/WESTERN",12,24,38,40,18,3
"85719","9/5/15",15,"CENTRAL/WESTERN",14,20,31,46,23,3
"85720","9/5/15",16,"CENTRAL/WESTERN",14,20,26,56,21,2
"85721","9/5/15",17,"CENTRAL/WESTERN",14,19,24,54,21,3
"85722","9/5/15",18,"CENTRAL/WESTERN",14,22,28,34,20,5
"85723","9/5/15",19,"CENTRAL/WESTERN",13,15,17,34,18,1
"85724","9/5/15",20,"CENTRAL/WESTERN",12,14,15,34,16,1
"85725","9/5/15",21,"CENTRAL/WESTERN",13,16,17,31,17,0
"85726","9/5/15",22,"CENTRAL/WESTERN",10,14,15,32,14,0
"85727","9/5/15",23,"CENTRAL/WESTERN",13,13,14,32,17,0
"85728","9/5/15",24,"CENTRAL/WESTERN",13,17,19,27,17,2
"85729","10/5/15",1,"CENTRAL/WESTERN",13,9,10,33,23,7
"85730","10/5/15",2,"CENTRAL/WESTERN",10,5,5,32,18,10
"85731","10/5/15",3,"CENTRAL/WESTERN",8,3,4,27,16,8
"85732","10/5/15",4,"CENTRAL/WESTERN",6,3,3,24,14,10
"85733","10/5/15",5,"CENTRAL/WESTERN",7,3,4,23,13,8
"85734","10/5/15",6,"CENTRAL/WESTERN",7,4,4,19,14,8
"85735","10/5/15",7,"CENTRAL/WESTERN",8,10,14,13,14,7
"85736","10/5/15",8,"CENTRAL/WESTERN",6,14,31,9,12,7
"85737","10/5/15",9,"CENTRAL/WESTERN",5,21,59,7,13,7
"85738","10/5/15",10,"CENTRAL/WESTERN",8,16,39,10,19,8
"85750","10/5/15",22,"CENTRAL/WESTERN",12,37,41,17,22,8
"85751","10/5/15",23,"CENTRAL/WESTERN",10,29,33,18,20,7
"85752","10/5/15",24,"CENTRAL/WESTERN",10,21,24,18,18,6
"85753","11/5/15",1,"CENTRAL/WESTERN",20,24,26,85,31,11
"85754","11/5/15",2,"CENTRAL/WESTERN",23,17,18,97,35,12
"85755","11/5/15",3,"CENTRAL/WESTERN",22,14,14,97,36,7
"85756","11/5/15",4,"CENTRAL/WESTERN",23,10,10,85,37,7
"85757","11/5/15",5,"CENTRAL/WESTERN",20,12,12,79,32,3
"85758","11/5/15",6,"CENTRAL/WESTERN",21,15,15,71,35,2
"85759","11/5/15",7,"CENTRAL/WESTERN",19,25,26,53,32,3
"85760","11/5/15",8,"CENTRAL/WESTERN",23,38,43,42,35,5
"85761","11/5/15",9,"CENTRAL/WESTERN",25,41,49,45,37,7
"85762","11/5/15",10,"CENTRAL/WESTERN",27,43,51,62,42,6
"85763","11/5/15",11,"CENTRAL/WESTERN",29,41,51,58,43,1
"85764","11/5/15",12,"CENTRAL/WESTERN",22,38,49,62,35,0
"85765","11/5/15",13,"CENTRAL/WESTERN",22,32,39,78,34,0
"85766","11/5/15",14,"CENTRAL/WESTERN",23,39,47,75,33,11
"85767","11/5/15",15,"CENTRAL/WESTERN",24,39,46,83,35,14
"85768","11/5/15",16,"CENTRAL/WESTERN",23,44,49,77,34,13
"85769","11/5/15",17,"CENTRAL/WESTERN",25,51,55,74,36,12
"85770","11/5/15",18,"CENTRAL/WESTERN",23,58,59,77,35,2
"85771","11/5/15",19,"CENTRAL/WESTERN",25,58,59,94,37,4
"85772","11/5/15",20,"CENTRAL/WESTERN",34,62,63,72,48,5
"85773","11/5/15",21,"CENTRAL/WESTERN",26,46,47,50,38,4
"85774","11/5/15",22,"CENTRAL/WESTERN",21,44,46,37,31,2
"85775","11/5/15",23,"CENTRAL/WESTERN",14,34,35,45,22,1
"85776","11/5/15",24,"CENTRAL/WESTERN",14,30,32,42,22,1
"85777","12/5/15",1,"CENTRAL/WESTERN",30,25,25,57,54,7
"85778","12/5/15",2,"CENTRAL/WESTERN",34,22,22,58,64,7
"85779","12/5/15",3,"CENTRAL/WESTERN",30,19,20,62,65,7
"85780","12/5/15",4,"CENTRAL/WESTERN",29,18,18,58,64,8
"85781","12/5/15",5,"CENTRAL/WESTERN",32,19,20,50,64,8
"85782","12/5/15",6,"CENTRAL/WESTERN",31,20,20,46,59,8
"85783","12/5/15",7,"CENTRAL/WESTERN",33,23,24,43,59,7
"85784","12/5/15",8,"CENTRAL/WESTERN",31,30,32,38,52,6
"85785","12/5/15",9,"CENTRAL/WESTERN",25,37,42,34,46,6
"85786","12/5/15",10,"CENTRAL/WESTERN",31,44,52,33,54,6
"85787","12/5/15",11,"CENTRAL/WESTERN",29,51,63,29,56,6
"85788","12/5/15",12,"CENTRAL/WESTERN",31,53,62,31,61,4
"85789","12/5/15",13,"CENTRAL/WESTERN",31,52,61,36,59,4
"85790","12/5/15",14,"CENTRAL/WESTERN",27,51,57,35,50,3
"85791","12/5/15",15,"CENTRAL/WESTERN",25,62,97,10,46,4
"85792","12/5/15",16,"CENTRAL/WESTERN",26,52,113,3,34,5
"85793","12/5/15",17,"CENTRAL/WESTERN",26,51,102,4,32,4
"85794","12/5/15",18,"CENTRAL/WESTERN",21,51,89,5,26,4
"85795","12/5/15",19,"CENTRAL/WESTERN",11,50,67,9,16,3
"85796","12/5/15",20,"CENTRAL/WESTERN",10,53,74,9,13,3
"85797","12/5/15",21,"CENTRAL/WESTERN",10,51,66,17,12,2
"85798","12/5/15",22,"CENTRAL/WESTERN",9,47,51,23,11,3
"85799","12/5/15",23,"CENTRAL/WESTERN",8,48,54,21,10,2
"85800","12/5/15",24,"CENTRAL/WESTERN",9,59,69,14,11,3
"85825","2/6/15",1,"CENTRAL/WESTERN",55,49,51,18,69,8
"85826","2/6/15",2,"CENTRAL/WESTERN",58,41,42,23,70,8
"85827","2/6/15",3,"CENTRAL/WESTERN",56,34,34,25,66,8
"85828","2/6/15",4,"CENTRAL/WESTERN",54,25,25,31,64,9
"85829","2/6/15",5,"CENTRAL/WESTERN",57,26,26,30,67,7
"85830","2/6/15",6,"CENTRAL/WESTERN",60,27,27,28,69,7
"85831","2/6/15",7,"CENTRAL/WESTERN",63,39,40,21,73,7
"85832","2/6/15",8,"CENTRAL/WESTERN",67,57,69,10,78,9
"85833","2/6/15",9,"CENTRAL/WESTERN",70,62,101,7,82,16
"85834","2/6/15",10,"CENTRAL/WESTERN",65,56,75,10,75,9
"85835","2/6/15",11,"CENTRAL/WESTERN",66,54,76,13,77,7
"85836","2/6/15",12,"CENTRAL/WESTERN",60,49,63,18,73,8
"85837","2/6/15",13,"CENTRAL/WESTERN",61,48,61,23,74,8
"85838","2/6/15",14,"CENTRAL/WESTERN",61,45,57,36,73,7
"85839","2/6/15",15,"CENTRAL/WESTERN",56,51,61,44,69,7
"85840","2/6/15",16,"CENTRAL/WESTERN",57,53,59,48,70,7
"85841","2/6/15",17,"CENTRAL/WESTERN",60,56,59,62,73,9
"85842","2/6/15",18,"CENTRAL/WESTERN",62,70,72,53,77,9
"85843","2/6/15",19,"CENTRAL/WESTERN",66,72,73,47,82,9
"85844","2/6/15",20,"CENTRAL/WESTERN",67,72,73,46,84,10
"85845","2/6/15",21,"CENTRAL/WESTERN",66,82,84,35,81,15
"85846","2/6/15",22,"CENTRAL/WESTERN",73,86,88,30,88,19
"85847","2/6/15",23,"CENTRAL/WESTERN",71,54,54,56,86,9
"85848","2/6/15",24,"CENTRAL/WESTERN",70,55,55,55,86,9
"85849","3/6/15",1,"CENTRAL/WESTERN",26,35,38,33,37,1
"85850","3/6/15",2,"CENTRAL/WESTERN",26,24,25,41,36,1
"85851","3/6/15",3,"CENTRAL/WESTERN",31,19,19,45,43,1
"85852","3/6/15",4,"CENTRAL/WESTERN",38,15,15,43,53,3
"85853","3/6/15",5,"CENTRAL/WESTERN",50,14,15,42,66,2
"85854","3/6/15",6,"CENTRAL/WESTERN",54,16,16,39,70,1
"85855","3/6/15",7,"CENTRAL/WESTERN",53,24,27,30,66,1
"85856","3/6/15",8,"CENTRAL/WESTERN",48,46,62,13,59,2
"85857","3/6/15",9,"CENTRAL/WESTERN",40,54,89,9,50,1
"85858","3/6/15",10,"CENTRAL/WESTERN",34,54,89,9,42,1
"85863","3/6/15",15,"CENTRAL/WESTERN",29,48,58,28,39,1
"85864","3/6/15",16,"CENTRAL/WESTERN",26,59,72,22,35,1
"85865","3/6/15",17,"CENTRAL/WESTERN",28,71,90,15,39,1
"85866","3/6/15",18,"CENTRAL/WESTERN",29,75,89,14,41,1
"85867","3/6/15",19,"CENTRAL/WESTERN",32,69,79,20,45,1
"85868","3/6/15",20,"CENTRAL/WESTERN",30,63,70,22,42,1
"85869","3/6/15",21,"CENTRAL/WESTERN",33,57,63,22,46,1
"85870","3/6/15",22,"CENTRAL/WESTERN",36,54,62,21,48,2
"85871","3/6/15",23,"CENTRAL/WESTERN",34,49,54,18,46,1
"85872","3/6/15",24,"CENTRAL/WESTERN",35,40,44,22,47,1
"85873","4/6/15",1,"CENTRAL/WESTERN",15,44,53,5,20,11
"85874","4/6/15",2,"CENTRAL/WESTERN",13,39,45,6,18,9
"85875","4/6/15",3,"CENTRAL/WESTERN",10,26,28,14,15,3
"85876","4/6/15",4,"CENTRAL/WESTERN",11,22,24,17,17,2
"85877","4/6/15",5,"CENTRAL/WESTERN",12,36,78,6,20,7
"85878","4/6/15",6,"CENTRAL/WESTERN",17,46,131,1,27,13
"85879","4/6/15",7,"CENTRAL/WESTERN",14,53,204,1,22,16
"85880","4/6/15",8,"CENTRAL/WESTERN",20,50,201,4,29,17
"85881","4/6/15",9,"CENTRAL/WESTERN",16,33,73,11,24,7
"85882","4/6/15",10,"CENTRAL/WESTERN",11,20,37,22,19,7
"85883","4/6/15",11,"CENTRAL/WESTERN",12,31,79,18,21,15
"85884","4/6/15",12,"CENTRAL/WESTERN",16,42,96,12,28,22
"85885","4/6/15",13,"CENTRAL/WESTERN",18,35,63,22,29,15
"85886","4/6/15",14,"CENTRAL/WESTERN",16,35,52,27,28,12
"85887","4/6/15",15,"CENTRAL/WESTERN",19,48,76,22,31,17
"85888","4/6/15",16,"CENTRAL/WESTERN",22,45,60,28,34,12
"85889","4/6/15",17,"CENTRAL/WESTERN",20,53,74,23,33,14
"85890","4/6/15",18,"CENTRAL/WESTERN",22,72,141,6,38,20
"85891","4/6/15",19,"CENTRAL/WESTERN",24,73,173,1,43,27
"85892","4/6/15",20,"CENTRAL/WESTERN",23,78,257,1,41,31
"85893","4/6/15",21,"CENTRAL/WESTERN",25,69,239,1,42,34
"85894","4/6/15",22,"CENTRAL/WESTERN",21,56,198,1,35,9
"85895","4/6/15",23,"CENTRAL/WESTERN",16,51,108,2,28,7
"85896","4/6/15",24,"CENTRAL/WESTERN",16,44,57,5,26,12
"85897","5/6/15",1,"CENTRAL/WESTERN",28,33,33,70,48,10
"85898","5/6/15",2,"CENTRAL/WESTERN",31,25,25,72,59,10
"85899","5/6/15",3,"CENTRAL/WESTERN",29,28,28,58,55,9
"85900","5/6/15",4,"CENTRAL/WESTERN",23,23,23,50,38,12
"85901","5/6/15",5,"CENTRAL/WESTERN",17,29,29,31,27,15
"85902","5/6/15",6,"CENTRAL/WESTERN",17,35,37,26,28,15
"85903","5/6/15",7,"CENTRAL/WESTERN",20,48,56,15,34,16
"85904","5/6/15",8,"CENTRAL/WESTERN",23,59,94,10,44,17
"85905","5/6/15",9,"CENTRAL/WESTERN",17,35,60,22,32,16
"85906","5/6/15",10,"CENTRAL/WESTERN",11,29,52,27,18,16
"85907","5/6/15",11,"CENTRAL/WESTERN",8,20,33,34,14,16
"85908","5/6/15",12,"CENTRAL/WESTERN",13,16,25,36,20,14
"85909","5/6/15",13,"CENTRAL/WESTERN",11,16,22,37,17,12
"85910","5/6/15",14,"CENTRAL/WESTERN",13,19,28,38,19,15
"85911","5/6/15",15,"CENTRAL/WESTERN",12,23,35,32,18,15
"85912","5/6/15",16,"CENTRAL/WESTERN",10,28,39,27,17,14
"85913","5/6/15",17,"CENTRAL/WESTERN",9,22,31,26,17,13
"85914","5/6/15",18,"CENTRAL/WESTERN",13,23,30,24,20,14
"85915","5/6/15",19,"CENTRAL/WESTERN",10,24,30,21,15,11
"85916","5/6/15",20,"CENTRAL/WESTERN",9,25,28,18,14,12
"85917","5/6/15",21,"CENTRAL/WESTERN",12,29,37,15,18,10
"85918","5/6/15",22,"CENTRAL/WESTERN",11,20,24,20,16,9
"85919","5/6/15",23,"CENTRAL/WESTERN",10,22,25,21,15,10
"85920","5/6/15",24,"CENTRAL/WESTERN",11,23,27,20,17,11
"85921","6/6/15",1,"CENTRAL/WESTERN",16,77,212,2,20,43
"85922","6/6/15",2,"CENTRAL/WESTERN",19,75,160,1,25,47
"85923","6/6/15",3,"CENTRAL/WESTERN",19,77,236,2,23,71
"85924","6/6/15",4,"CENTRAL/WESTERN",21,66,157,2,25,82
"85925","6/6/15",5,"CENTRAL/WESTERN",20,52,106,3,25,55
"85926","6/6/15",6,"CENTRAL/WESTERN",19,59,156,2,25,51
"85927","6/6/15",7,"CENTRAL/WESTERN",22,53,141,4,28,59
"85928","6/6/15",8,"CENTRAL/WESTERN",20,33,80,14,26,26
"85929","6/6/15",9,"CENTRAL/WESTERN",13,19,31,24,19,16
"85930","6/6/15",10,"CENTRAL/WESTERN",10,18,31,27,16,16
"85931","6/6/15",11,"CENTRAL/WESTERN",13,14,24,34,20,11
"85932","6/6/15",12,"CENTRAL/WESTERN",9,23,42,28,16,15
"85935","6/6/15",15,"CENTRAL/WESTERN",12,13,19,40,18,13
"85936","6/6/15",16,"CENTRAL/WESTERN",8,12,16,39,15,12
"85937","6/6/15",17,"CENTRAL/WESTERN",9,20,31,30,16,14
"85938","6/6/15",18,"CENTRAL/WESTERN",6,22,32,29,14,14
"85939","6/6/15",19,"CENTRAL/WESTERN",11,21,24,32,17,12
"85940","6/6/15",20,"CENTRAL/WESTERN",9,28,34,18,15,13
"85941","6/6/15",21,"CENTRAL/WESTERN",6,19,23,23,13,12
"85942","6/6/15",22,"CENTRAL/WESTERN",9,10,11,31,15,14
"85943","6/6/15",23,"CENTRAL/WESTERN",12,10,11,30,17,8
"85944","6/6/15",24,"CENTRAL/WESTERN",10,10,11,28,15,7
"85945","7/6/15",1,"CENTRAL/WESTERN",25,63,76,11,36,19
"85946","7/6/15",2,"CENTRAL/WESTERN",20,54,68,13,31,28
"85947","7/6/15",3,"CENTRAL/WESTERN",28,68,113,2,38,36
"85948","7/6/15",4,"CENTRAL/WESTERN",31,67,97,4,43,28
"85949","7/6/15",5,"CENTRAL/WESTERN",28,58,71,22,38,20
"85950","7/6/15",6,"CENTRAL/WESTERN",27,59,70,19,34,20
"85951","7/6/15",7,"CENTRAL/WESTERN",26,22,24,52,34,14
"85952","7/6/15",8,"CENTRAL/WESTERN",20,44,61,29,28,15
"85953","7/6/15",9,"CENTRAL/WESTERN",23,55,83,29,32,14
"85954","7/6/15",10,"CENTRAL/WESTERN",31,56,89,30,42,18
"85955","7/6/15",11,"CENTRAL/WESTERN",30,66,94,30,42,22
"85956","7/6/15",12,"CENTRAL/WESTERN",28,65,79,52,42,13
"85959","7/6/15",15,"CENTRAL/WESTERN",45,55,57,224,70,16
"85960","7/6/15",16,"CENTRAL/WESTERN",52,72,74,245,79,29
"85961","7/6/15",17,"CENTRAL/WESTERN",56,64,65,220,82,22
"85962","7/6/15",18,"CENTRAL/WESTERN",46,79,82,142,71,25
"85963","7/6/15",19,"CENTRAL/WESTERN",38,88,89,91,58,27
"85964","7/6/15",20,"CENTRAL/WESTERN",31,85,86,72,50,23
"85965","7/6/15",21,"CENTRAL/WESTERN",31,92,98,35,53,16
"85966","7/6/15",22,"CENTRAL/WESTERN",35,76,83,23,54,14
"85967","7/6/15",23,"CENTRAL/WESTERN",31,40,43,33,45,13
"85968","7/6/15",24,"CENTRAL/WESTERN",27,35,38,31,40,16
"85969","8/6/15",1,"CENTRAL/WESTERN",14,52,87,7,21,10
"85970","8/6/15",2,"CENTRAL/WESTERN",14,25,28,21,19,7
"85971","8/6/15",3,"CENTRAL/WESTERN",12,14,14,27,16,6
"85972","8/6/15",4,"CENTRAL/WESTERN",11,10,10,27,14,5
"85973","8/6/15",5,"CENTRAL/WESTERN",10,19,38,20,13,12
"85974","8/6/15",6,"CENTRAL/WESTERN",15,30,78,13,19,27
"85975","8/6/15",7,"CENTRAL/WESTERN",16,19,29,18,20,9
"85976","8/6/15",8,"CENTRAL/WESTERN",15,43,125,3,20,40
"85977","8/6/15",9,"CENTRAL/WESTERN",20,39,102,7,25,21
"85978","8/6/15",10,"CENTRAL/WESTERN",12,27,51,19,18,5
"85979","8/6/15",11,"CENTRAL/WESTERN",11,30,58,20,19,5
"85980","8/6/15",12,"CENTRAL/WESTERN",13,32,60,23,21,8
"85981","8/6/15",13,"CENTRAL/WESTERN",16,35,57,29,24,8
"85982","8/6/15",14,"CENTRAL/WESTERN",17,39,60,36,26,9
"85983","8/6/15",15,"CENTRAL/WESTERN",22,37,47,61,34,9
"85984","8/6/15",16,"CENTRAL/WESTERN",21,41,49,62,35,15
"85985","8/6/15",17,"CENTRAL/WESTERN",19,71,90,36,31,25
"85986","8/6/15",18,"CENTRAL/WESTERN",22,96,134,13,34,25
"85987","8/6/15",19,"CENTRAL/WESTERN",25,107,160,5,35,48
"85988","8/6/15",20,"CENTRAL/WESTERN",19,83,95,16,26,20
"85989","8/6/15",21,"CENTRAL/WESTERN",18,84,142,3,25,11
"85990","8/6/15",22,"CENTRAL/WESTERN",21,90,214,0,31,28
"85991","8/6/15",23,"CENTRAL/WESTERN",21,83,159,0,31,20
"85992","8/6/15",24,"CENTRAL/WESTERN",20,77,142,0,29,17
"85993","9/6/15",1,"CENTRAL/WESTERN",11,13,14,33,15,2
"85994","9/6/15",2,"CENTRAL/WESTERN",10,11,11,30,14,1
"85995","9/6/15",3,"CENTRAL/WESTERN",11,10,11,28,16,1
"85996","9/6/15",4,"CENTRAL/WESTERN",12,14,14,24,16,4
"85997","9/6/15",5,"CENTRAL/WESTERN",11,24,25,14,16,7
"85998","9/6/15",6,"CENTRAL/WESTERN",11,10,10,27,15,1
"85999","9/6/15",7,"CENTRAL/WESTERN",12,11,12,27,16,2
"86000","9/6/15",8,"CENTRAL/WESTERN",11,13,17,27,15,5
"86001","9/6/15",9,"CENTRAL/WESTERN",12,17,27,22,16,5
"86002","9/6/15",10,"CENTRAL/WESTERN",13,19,30,26,18,3
"86003","9/6/15",11,"CENTRAL/WESTERN",15,23,33,38,22,4
"86004","9/6/15",12,"CENTRAL/WESTERN",14,15,19,61,21,4
"86005","9/6/15",13,"CENTRAL/WESTERN",16,12,14,74,23,5
"86006","9/6/15",14,"CENTRAL/WESTERN",15,18,23,57,22,9
"86007","9/6/15",15,"CENTRAL/WESTERN",13,19,25,60,22,8
"86008","9/6/15",16,"CENTRAL/WESTERN",14,20,25,55,22,7
"86009","9/6/15",17,"CENTRAL/WESTERN",14,16,19,53,21,7
"86010","9/6/15",18,"CENTRAL/WESTERN",12,15,17,48,18,4
"86011","9/6/15",19,"CENTRAL/WESTERN",12,16,17,41,20,2
"86012","9/6/15",20,"CENTRAL/WESTERN",12,15,15,42,19,1
"86013","9/6/15",21,"CENTRAL/WESTERN",14,12,13,39,21,1
"86014","9/6/15",22,"CENTRAL/WESTERN",12,18,19,32,19,0
"86015","9/6/15",23,"CENTRAL/WESTERN",14,26,32,24,20,1
"86016","9/6/15",24,"CENTRAL/WESTERN",12,21,25,32,19,2
"86018","10/6/15",2,"CENTRAL/WESTERN",9,18,19,25,15,10
"86019","10/6/15",3,"CENTRAL/WESTERN",7,9,9,32,14,10
"86020","10/6/15",4,"CENTRAL/WESTERN",6,7,7,36,12,9
"86021","10/6/15",5,"CENTRAL/WESTERN",6,6,6,37,14,7
"86022","10/6/15",6,"CENTRAL/WESTERN",5,8,8,32,11,8
"86023","10/6/15",7,"CENTRAL/WESTERN",9,20,25,25,12,5
"86024","10/6/15",8,"CENTRAL/WESTERN",9,34,54,16,14,7
"86025","10/6/15",9,"CENTRAL/WESTERN",12,38,61,17,17,8
"86026","10/6/15",10,"CENTRAL/WESTERN",9,41,69,11,15,9
"86031","10/6/15",15,"CENTRAL/WESTERN",18,43,61,34,29,8
"86032","10/6/15",16,"CENTRAL/WESTERN",16,47,58,34,32,7
"86033","10/6/15",17,"CENTRAL/WESTERN",14,54,70,19,23,9
"86034","10/6/15",18,"CENTRAL/WESTERN",20,52,59,30,32,9
"86035","10/6/15",19,"CENTRAL/WESTERN",15,51,56,27,27,8
"86036","10/6/15",20,"CENTRAL/WESTERN",13,37,40,37,26,8
"86037","10/6/15",21,"CENTRAL/WESTERN",17,26,29,33,27,8
"86038","10/6/15",22,"CENTRAL/WESTERN",11,33,36,33,18,8
"86039","10/6/15",23,"CENTRAL/WESTERN",11,45,49,24,18,8
"86040","10/6/15",24,"CENTRAL/WESTERN",13,31,34,29,22,8
"86041","11/6/15",1,"CENTRAL/WESTERN",12,22,22,51,21,1
"86042","11/6/15",2,"CENTRAL/WESTERN",9,18,18,53,18,1
"86051","11/6/15",11,"CENTRAL/WESTERN",15,39,50,31,25,1
"86052","11/6/15",12,"CENTRAL/WESTERN",14,40,54,31,25,1
"86053","11/6/15",13,"CENTRAL/WESTERN",15,35,46,44,24,2
"86054","11/6/15",14,"CENTRAL/WESTERN",16,38,50,54,25,1
"86055","11/6/15",15,"CENTRAL/WESTERN",22,42,48,60,33,3
"86056","11/6/15",16,"CENTRAL/WESTERN",18,51,59,51,31,2
"86057","11/6/15",17,"CENTRAL/WESTERN",19,52,60,40,30,2
"86058","11/6/15",18,"CENTRAL/WESTERN",13,55,60,32,23,2
"86059","11/6/15",19,"CENTRAL/WESTERN",10,59,66,26,19,2
"86060","11/6/15",20,"CENTRAL/WESTERN",11,59,63,26,20,2
"86061","11/6/15",21,"CENTRAL/WESTERN",14,57,63,24,23,3
"86062","11/6/15",22,"CENTRAL/WESTERN",14,48,51,28,23,4
"86063","11/6/15",23,"CENTRAL/WESTERN",13,44,45,32,21,3
"86064","11/6/15",24,"CENTRAL/WESTERN",12,41,43,29,21,3
"86065","12/6/15",1,"CENTRAL/WESTERN",7,55,61,17,10,3
"86066","12/6/15",2,"CENTRAL/WESTERN",5,54,70,4,8,12
"86067","12/6/15",3,"CENTRAL/WESTERN",9,40,47,10,12,7
"86068","12/6/15",4,"CENTRAL/WESTERN",18,36,48,10,20,4
"86069","12/6/15",5,"CENTRAL/WESTERN",16,39,51,9,18,3
"86070","12/6/15",6,"CENTRAL/WESTERN",20,34,40,10,22,3
"86071","12/6/15",7,"CENTRAL/WESTERN",18,26,29,24,20,2
"86072","12/6/15",8,"CENTRAL/WESTERN",6,30,36,19,8,2
"86073","12/6/15",9,"CENTRAL/WESTERN",8,27,36,24,11,2
"86074","12/6/15",10,"CENTRAL/WESTERN",8,27,40,25,11,2
"86075","12/6/15",11,"CENTRAL/WESTERN",7,30,46,23,10,2
"86076","12/6/15",12,"CENTRAL/WESTERN",8,35,59,23,13,3
